,Parcel_No,review,date_2016,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,#_stories,add_mlbox,add_house,add_marker,add_notvis,stsign_vis,streetligh,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,condition,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_none,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,conditions,other_tot,lit_tot,ParcCount,rec_id
184,M18 011,Pam,6/21/2016,1363 RAILROAD STREET,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,four_plus,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,needs_to_be_mo,fair,No,No,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/1982339?filename=communitymapuga/attachments/1466518648571.jpg,None,None,None,-81.94545792,32.81643687,2,1,3,Substandard,2,1,1,M18 011308
185,M18 012,K,6/21/2016,0 RAILROAD STREET,no,1359 Railroad,yes,Mobile home (multiple parcels),n/a,n/a,occupied,one,Yes,No,No,No,yes,four_plus,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,major_cleanup_,poor,No,Yes,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1987442?filename=communitymapuga/attachments/1466518747815.jpg,http://ona.io/api/v1/files/1987441?filename=communitymapuga/attachments/1466518761479.jpg,http://ona.io/api/v1/files/1987444?filename=communitymapuga/attachments/1466518775263.jpg,http://ona.io/api/v1/files/1987443?filename=communitymapuga/attachments/1466518787967.jpg,-81.94546459,32.81629951,1,4,5,Dilapidated,2,0,1,M18 012309
186,M18 014,K,6/21/2016,1349 RAILROAD STREET,yes,n/a,no,Mobile home (multiple parcels),n/a,n/a,occupied,one,Yes,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,needs_to_be_mo,poor,No,Yes,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1987393?filename=communitymapuga/attachments/1466516428092.jpg,http://ona.io/api/v1/files/1987395?filename=communitymapuga/attachments/1466516443476.jpg,http://ona.io/api/v1/files/1987392?filename=communitymapuga/attachments/1466516467358.jpg,http://ona.io/api/v1/files/1987394?filename=communitymapuga/attachments/1466516475574.jpg,-81.94547829,32.81602487,2,4,6,Dilapidated,2,0,1,M18 014310
187,M18 015,K,6/21/2016,1341 RAILROAD STREET,no,1341 Railroad,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,needs_to_be_mo,fair,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1987381?filename=communitymapuga/attachments/1466516126175.jpg,http://ona.io/api/v1/files/1987380?filename=communitymapuga/attachments/1466516155806.jpg,None,None,-81.9454856,32.81588755,1,1,2,Substandard,1,0,1,M18 015311
188,M18 017,Pam,6/21/2016,0 RAILROAD STREET,no,Vacant lot,no,vacant,n/a,n/a,vacant_unoccup,n/a,No,No,No,Yes,yes,four_plus,n/a,No,No,No,No,No,No,No,No,No,No,No,No,No,n/a,No,No,No,No,No,No,No,No,needs_to_be_mo,n/a,No,No,No,No,No,No,Yes,Vacant lot,http://ona.io/api/v1/files/1982324?filename=communitymapuga/attachments/1466516240181.jpg,None,None,None,-81.94550023,32.81561291,0,0,0,Standard,0,0,1,M18 017312
189,M18 018,M18,6/21/2016,1325 RAILROAD STREET,no,Don't t know,yes,Single family (attached garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,major_cleanup_,poor,No,No,Yes,No,No,Yes,No,None,http://ona.io/api/v1/files/1982323?filename=communitymapuga/attachments/1466516040329.jpg,None,None,None,-81.94550754,32.81547559,1,2,3,Dilapidated,2,1,1,M18 018313
190,M18 021,Pam,6/21/2016,0 RAILROAD STREET,no,Unknown,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,four_plus,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,major_cleanup_,poor,No,Yes,Yes,No,No,Yes,No,Overgrown vacant house,http://ona.io/api/v1/files/1982342?filename=communitymapuga/attachments/1466519075275.jpg,None,None,None,-81.9458728,32.81549542,1,4,5,Dilapidated,3,1,1,M18 021314
191,M18 024,Pam,6/21/2016,0 RAILROAD STREET,no,1345 Railroad Ext.,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,yes,four_plus,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1982325?filename=communitymapuga/attachments/1466516568188.jpg,None,None,None,-81.94584939,32.8159073,5,0,5,Dilapidated,0,0,1,M18 024315
192,M18 027,K,6/21/2016,0 RAILROAD STREET,no,1361 Railroad Extension,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,no,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,major_cleanup_,poor,No,Yes,No,No,Yes,No,No,Dilapidated severely,http://ona.io/api/v1/files/1987401?filename=communitymapuga/attachments/1466516854376.jpg,http://ona.io/api/v1/files/1987399?filename=communitymapuga/attachments/1466516864210.jpg,http://ona.io/api/v1/files/1987400?filename=communitymapuga/attachments/1466516878047.jpg,None,-81.94582597,32.81631918,0,8,8,Dilapidated,2,1,1,M18 027316
193,M18 028,Pam,6/21/2016,1365 RAILROAD STREET,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,no,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,satisfactory,poor,No,No,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/1982326?filename=communitymapuga/attachments/1466516909137.jpg,None,None,None,-81.94581817,32.81645647,0,5,5,Dilapidated,2,1,1,M18 028317
194,M18 029,K,6/21/2016,1373 RAILROAD STREET,no,1373 Railroad Extension,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,no,four_plus,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,overgrown__inc,fair,No,Yes,Yes,No,No,No,Yes,Mold,http://ona.io/api/v1/files/1987407?filename=communitymapuga/attachments/1466517177657.jpg,http://ona.io/api/v1/files/1987408?filename=communitymapuga/attachments/1466517196895.jpg,http://ona.io/api/v1/files/1987409?filename=communitymapuga/attachments/1466517206799.jpg,None,-81.94581036,32.81659376,4,2,6,Dilapidated,2,0,1,M18 029318
195,M18 030,Pam,6/21/2016,1379 RAILROAD STREET,no,Unsure,yes,Single family (attached garage),n/a,n/a,occupied,one,No,No,No,Yes,no,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1982327?filename=communitymapuga/attachments/1466517218104.jpg,None,None,None,-81.94580256,32.81673105,0,0,0,Standard,0,0,1,M18 030319
196,M18 031,K,6/21/2016,0 RAILROAD STREET,no,1377 Railroad Extension,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,Yes,No,No,no,four_plus,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,satisfactory,poor,No,No,Yes,No,Yes,No,No,None,http://ona.io/api/v1/files/1987417?filename=communitymapuga/attachments/1466517442861.jpg,http://ona.io/api/v1/files/1987415?filename=communitymapuga/attachments/1466517454524.jpg,http://ona.io/api/v1/files/1987416?filename=communitymapuga/attachments/1466517469142.jpg,None,-81.94579475,32.81686835,3,3,6,Dilapidated,2,1,1,M18 031320
197,M18 032A,Page ,6/21/2016,0 RAILROAD STREET,no,Address unknown,yes,Mobile home (single parcels),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,no,four_plus,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,Overgrown ,http://ona.io/api/v1/files/1982328?filename=communitymapuga/attachments/1466517700590.jpg,None,None,None,-81.94578695,32.81700564,2,1,3,Substandard,0,0,1,M18 032A321
198,M18 034,K,6/21/2016,1397 RAILROAD STREET,no,None,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,four_plus,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1987422?filename=communitymapuga/attachments/1466517944480.jpg,http://ona.io/api/v1/files/1987421?filename=communitymapuga/attachments/1466517961347.jpg,http://ona.io/api/v1/files/1987423?filename=communitymapuga/attachments/1466517971158.jpg,None,-81.94576387,32.81748631,1,0,1,Standard,0,0,1,M18 034322
199,M18 041,Pam,6/21/2016,213 7TH AVENUE,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,Yes,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,Good shape,http://ona.io/api/v1/files/1982322?filename=communitymapuga/attachments/1466515668518.jpg,None,None,None,-81.94619082,32.81505991,0,0,0,Standard,0,0,1,M18 041323
200,M19 001A,K,6/20/2016,0 HWY 25 NORTH,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976673?filename=communitymapuga/attachments/1466443483594.jpg,http://ona.io/api/v1/files/1976672?filename=communitymapuga/attachments/1466443493213.jpg,http://ona.io/api/v1/files/1976671?filename=communitymapuga/attachments/1466443504160.jpg,None,-81.94924186,32.81809542,0,0,0,Standard,0,0,1,M19 001A324
201,M19 001B,Allison Drew,6/20/2016,1309 HWY 25 NORTH,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,two,Yes,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976691?filename=communitymapuga/attachments/1466443494349.jpg,http://ona.io/api/v1/files/1976690?filename=communitymapuga/attachments/1466443505455.jpg,None,None,-81.95125219,32.81778069,0,0,0,Standard,0,0,1,M19 001B325
202,M19 002,Allison Drew,6/20/2016,1277 HWY 25 NORTH,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,3-4,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,good,Yes,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976705?filename=communitymapuga/attachments/1466443815684.jpg,http://ona.io/api/v1/files/1976704?filename=communitymapuga/attachments/1466443833932.jpg,http://ona.io/api/v1/files/1976706?filename=communitymapuga/attachments/1466443920218.jpg,None,-81.94881895,32.8172802,1,0,1,Standard,2,0,1,M19 002326
203,M19 003,K,6/20/2016,1269 HWY 25 NORTH,yes,n/a,yes,Single family (detached garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,overgrown__inc,good,Yes,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1979601?filename=communitymapuga/attachments/1466443866545.jpg,http://ona.io/api/v1/files/1979603?filename=communitymapuga/attachments/1466443893661.jpg,http://ona.io/api/v1/files/1979602?filename=communitymapuga/attachments/1466443946030.jpg,None,-81.94862467,32.81682383,3,1,4,Substandard,2,0,1,M19 003327
204,M19 004,K,6/20/2016,1261 HWY 25 NORTH,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,No,Yes,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976701?filename=communitymapuga/attachments/1466444122086.jpg,http://ona.io/api/v1/files/1976702?filename=communitymapuga/attachments/1466444133177.jpg,http://ona.io/api/v1/files/1976703?filename=communitymapuga/attachments/1466444169444.jpg,None,-81.94853302,32.81649236,0,0,0,Standard,1,0,1,M19 004328
205,M19 005,Allison Drew,6/20/2016,0 HWY 25 NORTH,no,1253 HWY 25 North,no,Single family (no garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976718?filename=communitymapuga/attachments/1466444179767.jpg,http://ona.io/api/v1/files/1976717?filename=communitymapuga/attachments/1466444187888.jpg,http://ona.io/api/v1/files/1976716?filename=communitymapuga/attachments/1466444208415.jpg,None,-81.94848174,32.81622653,2,0,2,Substandard,1,0,1,M19 005329
206,M19 005C,Allison Drew,6/20/2016,0 HWY 25 NORTH,no,Unknown,no,Single family (no garage),n/a,n/a,vacant_unoccup,one,No,No,No,Yes,yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,major_cleanup_,poor,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976724?filename=communitymapuga/attachments/1466444455498.jpg,http://ona.io/api/v1/files/1976723?filename=communitymapuga/attachments/1466444465380.jpg,http://ona.io/api/v1/files/1976722?filename=communitymapuga/attachments/1466444471953.jpg,None,-81.95045977,32.81635338,6,4,10,Dilapidated,1,0,1,M19 005C330
207,M20 002,Allison Drew ,6/20/2016,0 HWY 25 NORTH,no,1069 HWY 25 NORTH,yes,Mobile home (single parcels),n/a,n/a,occupied,one,Yes,No,No,No,no,Unknown,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,overgrown__inc,poor,Yes,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976848?filename=communitymapuga/attachments/1466454753005.jpg,None,None,None,-81.94885572,32.81345494,10,5,15,Dilapidated,1,0,1,M20 002331
210,M20 006,Allison Drew ,6/20/2016,133 LANDRUM DRIVE,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976815?filename=communitymapuga/attachments/1466451995967.jpg,http://ona.io/api/v1/files/1976814?filename=communitymapuga/attachments/1466452030768.jpg,http://ona.io/api/v1/files/1976816?filename=communitymapuga/attachments/1466452046982.jpg,None,-81.94889738,32.81282108,0,0,0,Standard,0,0,1,M20 006332
211,M20 008,Allison Drew ,6/20/2016,0 LANDRUM DRIVE,no,143 Landrum Drive,yes,Single family (no garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976823?filename=communitymapuga/attachments/1466452228017.jpg,http://ona.io/api/v1/files/1976821?filename=communitymapuga/attachments/1466452245681.jpg,http://ona.io/api/v1/files/1976822?filename=communitymapuga/attachments/1466452261382.jpg,None,-81.94918826,32.81285671,3,0,3,Substandard,0,0,1,M20 008333
212,M20 010,Allison Drew ,6/20/2016,0 LANDRUM DRIVE,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976824?filename=communitymapuga/attachments/1466452558905.jpg,http://ona.io/api/v1/files/1976825?filename=communitymapuga/attachments/1466452565908.jpg,http://ona.io/api/v1/files/1976826?filename=communitymapuga/attachments/1466452584354.jpg,None,-81.95021522,32.8121002,3,0,3,Substandard,1,0,1,M20 010334
213,M20 011,Mandy,6/20/2016,0 LANDRUM DRIVE,no,No sure,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,major_cleanup_,poor,No,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976633?filename=communitymapuga/attachments/1466452689586.jpg,http://ona.io/api/v1/files/1976634?filename=communitymapuga/attachments/1466452723385.jpg,http://ona.io/api/v1/files/1976635?filename=communitymapuga/attachments/1466452735661.jpg,None,-81.94961076,32.81204174,1,0,1,Standard,1,0,1,M20 011335
214,M20 014,Mandy,6/20/2016,148 LANDRUM DRIVE,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976624?filename=communitymapuga/attachments/1466452349736.jpg,http://ona.io/api/v1/files/1976625?filename=communitymapuga/attachments/1466452372274.jpg,http://ona.io/api/v1/files/1976626?filename=communitymapuga/attachments/1466452388572.jpg,None,-81.94954871,32.81257117,0,0,0,Standard,1,0,1,M20 014336
215,M20 015,Mandy,6/20/2016,138 LANDRUM DRIVE,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,Yes,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976623?filename=communitymapuga/attachments/1466452164359.jpg,http://ona.io/api/v1/files/1976622?filename=communitymapuga/attachments/1466452189738.jpg,None,None,-81.9493978,32.8123954,5,0,5,Dilapidated,1,0,1,M20 015337
216,M20 021,Allison Drew ,6/20/2016,0 HWY 25 NORTH,no,833 HWY 25 North ,no,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,Yes,no,Unknown,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,major_cleanup_,poor,Yes,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976846?filename=communitymapuga/attachments/1466454404419.jpg,http://ona.io/api/v1/files/1976847?filename=communitymapuga/attachments/1466454516582.jpg,http://ona.io/api/v1/files/1976845?filename=communitymapuga/attachments/1466454526120.jpg,None,-81.94887547,32.81091074,6,5,11,Dilapidated,2,0,1,M20 021338
217,M20 022A,Allison Drew ,6/20/2016,135 MLKJ AVENUE,yes,n/a,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,Unknown,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,Yes,No,Yes,No,No,No,Yes,None,http://ona.io/api/v1/files/1976838?filename=communitymapuga/attachments/1466453742538.jpg,http://ona.io/api/v1/files/1976839?filename=communitymapuga/attachments/1466453750053.jpg,None,None,-81.94965461,32.81014334,4,0,4,Dilapidated,2,0,1,M20 022A339
218,M20 024,Mandy,6/20/2016,1012 SCHOOL DRIVE,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,Unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976641?filename=communitymapuga/attachments/1466453542341.jpg,http://ona.io/api/v1/files/1976642?filename=communitymapuga/attachments/1466453552830.jpg,http://ona.io/api/v1/files/1976643?filename=communitymapuga/attachments/1466453565942.jpg,None,-81.9502726,32.81072456,3,0,3,Substandard,0,0,1,M20 024340
219,M20 024A,Allison Drew ,6/20/2016,1006 SCHOOL DRIVE,yes,n/a,yes,Mobile home (single parcels),n/a,n/a,occupied,one,Yes,Yes,No,No,no,Unknown,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976835?filename=communitymapuga/attachments/1466453500170.jpg,http://ona.io/api/v1/files/1976837?filename=communitymapuga/attachments/1466453522153.jpg,http://ona.io/api/v1/files/1976836?filename=communitymapuga/attachments/1466453569310.jpg,None,-81.95058234,32.81054272,2,0,2,Substandard,0,0,1,M20 024A341
220,M20 026,Allison Drew ,6/20/2016,1024 SCHOOL DRIVE,yes,n/a,yes,Single family (detached garage),n/a,n/a,occupied,one,Yes,No,No,No,no,Unknown,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976834?filename=communitymapuga/attachments/1466453330159.jpg,http://ona.io/api/v1/files/1976833?filename=communitymapuga/attachments/1466453339054.jpg,None,None,-81.95034845,32.81117438,1,0,1,Standard,0,0,1,M20 026342
221,M20 029A,Mandy,6/20/2016,0 MCCOMB DRIVE,no,MLK,no,Single family (attached garage),n/a,n/a,occupied,two,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1976650?filename=communitymapuga/attachments/1466454016198.jpg,http://ona.io/api/v1/files/1976651?filename=communitymapuga/attachments/1466454024130.jpg,None,None,-81.95119154,32.81079037,0,0,0,Standard,0,0,1,M20 029A343
222,M20 030,K,6/21/2016,0 MCCOMB DRIVE,no,None,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,satisfactory,fair,No,Yes,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1987448?filename=communitymapuga/attachments/1466519600169.jpg,http://ona.io/api/v1/files/1987449?filename=communitymapuga/attachments/1466519608856.jpg,http://ona.io/api/v1/files/1987450?filename=communitymapuga/attachments/1466519623736.jpg,None,-81.95172657,32.81082681,1,5,6,Dilapidated,1,0,1,M20 030344
223,M20 031,Pam,6/21/2016,311 MCCOMB DRIVE,no,Unknown,no,Single family (no garage),n/a,n/a,occupied,one,No,No,No,Yes,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1982343?filename=communitymapuga/attachments/1466519706180.jpg,None,None,None,-81.95195309,32.81084497,0,0,0,Standard,0,0,1,M20 031345
227,M20 034,Mandy,6/23/2016,405 MLKJ AVENUE,yes,n/a,yes,Single family (attached garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1997142?filename=communitymapuga/attachments/1466705407794.jpg,http://ona.io/api/v1/files/1997144?filename=communitymapuga/attachments/1466705418991.jpg,http://ona.io/api/v1/files/1997143?filename=communitymapuga/attachments/1466705436798.jpg,None,-81.95344586,32.81024651,0,0,0,Standard,1,0,1,M20 034346
228,M20 035,Becky,6/23/2016,413 MLKJ AVENUE,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,No,Yes,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1997188?filename=communitymapuga/attachments/1466705619563.jpg,http://ona.io/api/v1/files/1997189?filename=communitymapuga/attachments/1466705628860.jpg,http://ona.io/api/v1/files/1997187?filename=communitymapuga/attachments/1466705650443.jpg,None,-81.95369936,32.81033477,0,0,0,Standard,0,0,1,M20 035347
229,M20 036,Mandy,6/23/2016,421 MLKJ AVENUE,yes,n/a,yes,Single family (no garage),n/a,n/a,occupied,one,Yes,No,No,No,yes,1-2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://ona.io/api/v1/files/1997156?filename=communitymapuga/attachments/1466705664108.jpg,http://ona.io/api/v1/files/1997157?filename=communitymapuga/attachments/1466705677077.jpg,http://ona.io/api/v1/files/1997158?filename=communitymapuga/attachments/1466705691194.jpg,None,-81.95390419,32.81034207,0,0,0,Standard,0,0,1,M20 036348
237,M20 037A,Becky,6/21/2016,447 MLKJ AVENUE,no,Unknown,no,Mobile home (single parcels),n/a,n/a,occupied,one,No,No,No,Yes,no,1-2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,needs_to_be_mo,poor,No,No,Yes,Yes,Yes,No,No,None,http://ona.io/api/v1/files/1982398?filename=communitymapuga/attachments/1466534078618.jpg,http://ona.io/api/v1/files/1982396?filename=communitymapuga/attachments/1466534103018.jpg,http://ona.io/api/v1/files/1982395?filename=communitymapuga/attachments/1466534141296.jpg,http://ona.io/api/v1/files/1982397?filename=communitymapuga/attachments/1466534185615.jpg,-81.95658327,32.81061705,1,1,2,Substandard,3,2,1,M20 037A349
